worker_location,Skill,Price,SuccessRate
United States,"Translation,Spanish - Castilian (Spain)English,French,Translation English Spanish,Translation French Spanish,Geographic Information System (GIS),Digital Mapping,QGIS,Content Writing",10,
Ukraine,"3D Animation,3D ModelingCAD,Illustration,Photography,Adobe Photoshop,Adobe Photoshop Lightroom,3D Rendering,ArtCam,Pixologic Zbrush",40,97
Canada,"Autodesk 3ds Max,Next Limit RealFlowMarvelousDesigner,Adobe After Effects,Adobe Photoshop,The Pixel Farm PFTrack,Mocha Pro",40,
Panama,"Adobe Photoshop,CorelDRAW3D Design,Adobe PDF,Adobe InDesign",12,100
United States,"C#,Visual FoxProVB.NET,Microsoft SQL Server Programming,SQL,ASP.NET,.NET Framework,VBA,Transact-SQL,Xamarin",30,91
Spain,"Illustration,Adobe PhotoshopAdobe Illustrator,Adobe InDesign,Drawing,Graphic Design,Calligraphy,Children's Book Illustrator,Lettering,Digital Illustration",50,98
United States,"Digital Marketing,MozSEO Keyword Research,Google Ads,Ahrefs,SEO Audit,PPC Campaign Setup & Management,SEO Writing,SEO,Google Search",24,93
Belarus,"Lumion,SketchUp3D Design,Architectural Rendering,3D Rendering,Photorealistic Rendering,3D Modeling,Autodesk Revit,Autodesk AutoCAD",35,100
United States,"Customer Service,Data EntryTechnical Support,Recruiting,Appointment Setting,Email Support,Chat Support,Social Media Management",6,
Pakistan,"Email Handling,Customer SupportiOS,Worldspan,Data Entry,Meeting Notes,Typing,Magento,Shopify,Zendesk",7,
India,"Web Design,WordPressLocal SEO,Adobe Premiere,Adobe Photoshop,Content Marketing",45,
Ukraine,"Logo Design,BrandingBrand Strategy,Brand Consulting,Brand Identity,Brand Identity & Guidelines,Brand Management,Logo,Design Thinking,Brand Development",50,94
South Africa,"Microsoft Excel,SQLTableau,Data Visualization,Excel VBA,Data Mining,R,Python,Microsoft Power BI,MS Excel",45,100
Ukraine,"Voice Over American Accent,Voice TalentMale Voice Over,Voice Over",25,97
United States,"Translation,Website TranslationAcademic Translation,Editorial Translation,Translation English Slovenian,Translation Slovenian English",12,100
United States,"WordPress,HTML5CSS3,Objective-C,iOS Development",25,100
Egypt,"Adobe Illustrator,Adobe PhotoshopGraphic Design,Adobe After Effects,Adobe Premiere Pro,Video Editing,Video Production,Green Screen Videos,Video Post Editing,Video Color Correction",30,
United States,"Customer Service,BookkeepingWriting,Chat Support,Email Support,Virtual Assistant,Data Encoding,ESL Teaching",5,
Thailand,"Editing,Spanish ProofreadingEditorial Translation,Spanish - Argentina,Italian,Editorial Design,English,English Spelling,Copyediting,Line Editing",10,99
Bolivia,"Translation,TranscriptionCash Flow Software,Administrative Support,Customer Support,Web Research,English Proofreading,Spanish Proofreading,Writing,Social Media Management",6,100
Dominican Republic,"Adobe Photoshop,Adobe Photoshop LightroomRetouching,Photo Editing,Photograph Color Correction,Photography,Photobook Design,Photo Manipulation,Wedding Photography,Events",10,100
United States,"Customer Service,Customer SupportZendesk,Email Handling,WooCommerce,Chat Support,Shopify,Mobile App Testing,Amazon FBA",3,92
Ukraine,"Microsoft Excel,Google SheetsData Analysis,Business Plan,Business,Business Process Modeling,Business Coaching,Business Consulting,Executive Coaching,Process Improvement",120,100
Pakistan,"Android,iOS DevelopmentGame Development,Game Design,Adobe AIR,ActionScript 3,Android App Development,Flutter,Game Programming,C#",85,100
Benin,"Project Management,Budget PlanningStrategic Planning,Project Portfolio Management,Supplier Search,Supplier Development,Project Planning,Price/Quote Negotiation,Customer Support,Business Cases",40,76
Cambodia,"Proofreading,EditingCopyediting,Academic Editing,Technical Editing,Business Editing,English Proofreading,English Grammar,Grammar,Punctuation",70,100
Ukraine,"Graphic Design,User Experience DesignUser Interface Design,Logo Design,Adobe Illustrator,Adobe Photoshop,Adobe InDesign,English,Spanish - Castilian (Spain),Italian",48,90
Ukraine,"Industrial Design,Product DevelopmentSolidWorks,Adobe Photoshop,CorelDRAW,Sketching,Autodesk",49,97
Portugal,Data Entrynan,3,
Australia,"Bootstrap,JavaJavaFX,HTML5,CSS,Angular Materials,Angular,Node.js,Spring Boot,MySQL",10,
Russia,"Video Editing,Audio EditingPhoto Editing,Adobe After Effects,Adobe Premiere,Adobe Audition,Adobe Photoshop,Video Color Correction,Photo Manipulation,Photo Restoration",35,98
Ukraine,"Photo Editing,Adobe PhotoshopPhoto Manipulation,Retouching,Image Editing,Photo Restoration,PNG",10,99
Russia,"Klaviyo,ShopifyCopywriting,Consumer Segmentation",97,100
Ukraine,"Interior Design,CAD DraftingSketchUp,Lumion,Data Scraping,Virtual Assistant,Architecture Design,3D Visualization,Exterior Rendering,Landscape Design",6,
United States,"Copywriting,Email MarketingVideo Sales Letter,Sales Letters,Internet Marketing,Writing,English,eCommerce,Klaviyo",120,100
Moldova,"Web Design,ShopifyWordPress,Volusion,NationBuilder,HTML,CSS,Responsive Web Design,Website Development,Ecommerce Platform Development",150,100
Thailand,"Autodesk 3ds Max,Adobe PhotoshopAutodesk AutoCAD,SketchUp,Chaos Group V-Ray",10,70
Ukraine,"Translation English Arabic,Technical TranslationInternet Research,Microsoft Excel,Social Media Marketing",18,100
Ukraine,"Sales,Marketing StrategyBusiness Development,HubSpot,B2B Marketing,Marketing Management,Digital Marketing,Sales Development,Startup Consulting,Business Plan",140,100
United States,"WordPress,DrupalWebsite Development,Website Redesign,Website Customization,Google Website Optimizer,SEO-based Website,eCommerce Website,WordPress Website,Website Security",22.22,100
Thailand,"Market Analysis,Translation English ChineseMarketing & Sales,Corporate & Business Development,Official Documents Translation,Translation Chinese English,Translation Japanese English,Market Research,Marketing Strategy,Translation Japanese Chinese",30,91
Pakistan,"Adobe Premiere Pro,Adobe After EffectsVideo Editing,Video Production,YouTube,Video Post Editing,Video Color Correction,Video Conversion,Adobe Photoshop",18,
United States,"Administrative Support,Social MediaData Entry,Appointment Setting,Virtual Assistant,Forex Trading,Customer Support,Executive Assistant,eCommerce,Lead Generation",7,
Venezuela,"Graphic Design,sketch appMobile UI Design,User Interface Design,Motion Graphics,Interaction Design,Principle,User Experience Design,Web Design,Presentation Design",55,98
United States,"Adobe Photoshop,ClickFunnelsLanding Page,Social Media Design,Instapage,Leadpages,Ontraport,Kartra,Kajabi",10,
United States,"Microsoft Excel,Microsoft PowerPointData Modeling,Graphic Design,Presentation Design,Budget Planning,Data Visualization,eLearning,Instructional Design,Articulate Storyline",80,100
Brazil,"Adobe Photoshop,Adobe IllustratorGraphic Design,Photo Editing,Cover Design,Adobe InDesign,Adobe Premiere,Banner Ads,Brochure Design,Business Card Design",27,100
Brazil,"Transcription,TranslationSpanish Proofreading,Virtual Assistant,Graphic Design,Adobe Digital Marketing Suite,Translation English Spanish,Translation Spanish English,Translation Italian Spanish,Translation Italian English",15,
Honduras,"Translation,TranscriptionAcademic Writing,Article Writing,English Proofreading,Translation English Arabic,Translation Arabic English,Data Entry,Virtual Assistant",25,97
Venezuela,"T-Shirt Design,IllustrationLogo Design,Character Design,Sticker Design,Poster Design,Vector Graphics,Digital Illustration,Art Direction,Digital Art",23,99
Bangladesh,"Startup Consulting,Project ManagementBusiness Analysis,Administrative Support,Strategic Planning,Operations Management,Market Research,Agile Software Development,Website Development,Product Management",35,100
Ukraine,"Accounts Payable Management,AccountingAccounts Receivable Management,Bookkeeping,Xero,Intuit QuickBooks,MYOB Administration,SAP,Goods & Services Taxes (GST),Tax Preparation",15,91
United States,"Landscaping,Interior DesignArchitecture,3D Rendering,3D Modeling,Adobe Photoshop,Engineering Drawing",15,77
Serbia,"Photo Editing,Product PhotographyPhoto Manipulation,Capture One Pro,Retouching,Adobe Photoshop,Adobe Photoshop Lightroom,Wedding Photography,Image Editing,Photograph Color Correction",18,100
Egypt,"Spanish - Castilian (Spain),SpreadsheetsData Entry,Administrate,Customer Service,Leadership Development,Operations Management,Online Help,Executive Assistant,Administrative Support",4,64
Pakistan,"Business Analysis,Agile Software DevelopmentDesign Thinking,Product Management,Product Roadmap,Business Strategy,Business Innovation,Innovation Strategy,New Product Innovation,Customer Experience",60,
Estonia,"Web Design,TypographyMobile App Design,UX/UI,Landing Page,eCommerce Website,Responsive Design",25,100
United States,"Content Writing,TranslationEditing & Proofreading,Marketing Strategy,Text Formatting,Translation English French,Social Media Marketing,Project Management,Proofreading,Business Proposal Writing",45,
Peru,"Translation,WritingTranslation English French,Translation Polish English,Translation Polish French,Translation Czech English,Translation Czech Polish,Translation Slovak English",15,
Russia,"Digital Illustration,Brand IdentityCorporate Brand Identity,Book Cover Design,Poster Design,Children's Book Illustrator,Stop Motion Animation,Line Drawing,Drawing,Brochure Design",20,
United Arab Emirates,"Microsoft Excel,Data EntryMicrosoft Word,Web Research,Internet Research,Lead Generation,Data Scraping,Social Media Marketing,Twitter Marketing,Twitter",7,63
Philippines,"Food Photography,PhotographyDigital Photography,Product Photography",50,
United States,"Product Design,Industrial Design3D Modeling,SolidWorks,KeyShot,Sketching,3D Rendering,3D Design,Concept Design,Concept Design",35,93
United States,"Illustrations,Graphic DesignAdobe Illustrator,Adobe Photoshop,Adobe Animate,Adobe Premiere,Logo Design,2D Animation,Adobe After Effects,Cartoon",14,92
Philippines,"Document Review,Legal ResearchLegal Consulting,Corporate Law,Contract Law,Compliance,Legal Entity Structuring,TCP/IP",35,
Macedonia,"Translation,Translation English ChineseTranslation Chinese English,Transcription,Writing,Business Writing,Virtual Assistant,Customer Support,Email Marketing,Product Sourcing",30,97
Australia,"Figma,CorelDRAWAdobe After Effects,Adobe Photoshop,Adobe Illustrator,Adobe InDesign,Catalog,Label and Package Design,Book,Presentation Design",30,100
Ukraine,"Press Advertising,Brochure DesignMagazine Layout,Corporate Brand Identity,Prepress,Flyer Design,Print Design,Business Card Design,Poster Design,Prospects",24,100
Armenia,"Voice Talent,Voice OverShort Story Writing,Writing,Creative Writing,RPG Writing,RPG Development,Video Editing,Camtasia,Adobe Premiere Pro",45,100
United Kingdom,"Sibelius,FinaleJingle Program Production,Music Arrangement,Music Engraving,Woodwind,Audio Recording,MIDI,Avid Pro Tools,ProTools",20,100
United States,"Sound Design,Sound EditingMusic Production,Guitar Performance,Guitar Composition,Dialog Editing,Production Sound Mixing,Sound Effects,Musical Composition,Adobe Photoshop",12.5,79
United Kingdom,"Autodesk AutoCAD,Autodesk 3ds MaxAdobe Photoshop,Architectural Design,Interior Design,Furniture Design,3D Rendering,3D Visualization,Video Animation,2D Design/Drawings",20,
Venezuela,"Cover Letter Writing,Resume WritingEditing,Proofreading,Resume,LinkedIn Profile Development,Career Coaching,Resume Development,Cover Letter Development,LinkedIn Development",55,99
Peru,"Social Media Marketing,PresentationAdobe InDesign,Email Marketing,Microsoft PowerPoint,Digital Marketing,Constant Contact,Mailchimp,Microsoft Publisher,Print Marketing Materials",40,
United States,"Mixpanel,Google Tag ManagerMarketing Strategy,Google Analytics,Google Ads,Facebook Marketing,Analytics,Marketing Automation,Google AdWords Development,Startup Consulting",150,96
United States,"SEO,Search Engine MarketingORM,SEO Keyword Research,Quantitative Analysis,Blog Writing,Blog Commenting,Article Writing,Article Spinning,Article Submission",10,98
United States,"TradeStation,EasyLanguageObject Oriented Programming (OOP),Training,Project Management,Software Development",95,99
Serbia,"Digital Illustration,Graphic DesignDigital Art,2D Animation,Illustration,Portrait,Children's Book Illustrator,Animation,Cartoon Character,Cartoon",40,94
Philippines,"Autodesk AutoCAD,Autodesk Revit ArchitectureSketchUp,Adobe Photoshop,Sketching,2D Design,3D Design,Architectural Design,Architectural Rendering,Interior Design",17,100
Romania,Efficiency Leaders ELAPnan,8,100
Brazil,"Python,TableauMicrosoft Excel,SQL",45,
Ukraine,"HTML Newsletter,PSD to HTMLCSS,Email Marketing,Email Handling,Email Technical Support,Salesforce Marketing Cloud,Responsys Marketing,Adobe Photoshop,Adobe Dreamweaver",80,92
Albania,"Adobe Photoshop,Adobe IllustratorDigital Illustration,Digital Painting,Comic Art,Still Life Painting,Lettering,Character Design,Environmental Design",30,100
Philippines,"Mixing,Music ProductionGuitar Composition,Musical Arrangement,Ableton Live,Sound Effects,Compositing,Vocal Tuning,Podcast Production,Audio Editing",20,88
Venezuela,"Adobe Audition,Radio BroadcastingNarration",50,98
Egypt,"Adobe Photoshop Lightroom,Adobe PremiereIllustration,Adobe After Effects,Adobe Photoshop Lightroom,Adobe Photoshop",15,73
Greece,"Medical,Technical WritingBusiness Development,Physical Fitness,Creative Writing,Marketing Strategy,Market Research,Grant Writing,Resume Writing,Strategic Planning",85,83
United States,"Translation,WritingCommunication Strategy,Strategy & Planning,Content Strategy,Market Research,Business Strategy,Research,Report Writing,Non-Profit",55,
United States,"Adobe After Effects,Adobe IllustratorAdobe Photoshop,Microsoft PowerPoint",15,88
Macedonia,"Sales Strategy,Sales PromotionSales Presentation",50,
United States,"Translation,Translation English VietnameseMicrosoft Word,Google Search,Website Translation,Adobe PDF,English Proofreading,Copywriting",20,100
Armenia,"Music Arrangement,MixingAudio Editing,Mastering,Audio Production,Audio Engineering,Musical Composition,Lyrics Writing,Steinberg Cubase,Sound Effects",50,100
Venezuela,"Editing,CopywritingVoice Over Russian,Russian Proofreading,Translation English Russian,Translation Russian English,Translation Russian Spanish,Russian,Translation Spanish Russian,Content SEO",25,100
India,"Network Design,Linux System AdministrationBash Shell Scripting,CentOS,IT Strategy,Cloud Computing,phpMyAdmin,PostgreSQL,Automation Framework,Amazon ECS",15,
United States,"Customer Support,Customer ServiceAdministrative Support,Technical Support,Phone Support,Chat Support,Data Entry,Data Encoding,Research & Strategy,Email Handling",5,
Bulgaria,"UX/UI,UiPathUX Research,UX Design,UI/UX Prototyping,UI Graphics,iPhone UI Design,Mobile UI Design,Web UI,iPad UI Design",60,100
Japan,"Whiteboard Animation,2D AnimationMotion Graphics,Flash Animation,Adobe Illustrator,Infographics,Kinetic Typography,Adobe After Effects,Adobe Photoshop,Voice Over",30,
Bangladesh,"Translation,Computer Assisted Translation (CAT)Editing,Proofreading,Transcription,Audiovisual Translation,Translation English Polish,Translation French English,Translation Polish English",12,100
