Skills,worker_location,Price,SuccessRate
"Shopify,Product Listing,Email HandlingCustomer Support,Ecommerce Platform Development,Communication Strategy,Editing,Voice Over American Accent,Administrative Support,Sound Editing,Facebook MarketingInstagram Marketing,Corporate Brand Identity,eCommerce,Layout Design,Adobe Acrobat",Egypt,146.92,97.0
"JavaScript,Translation,AnimationGraphic Design,Japanese,Interactive Voice Response,Developmental Editing,English Punctuation,Data Visualization,Storytelling,Interpretation,Copyediting",Ukraine,22.73,100.0
"Adobe IllustratorAdobe Photoshop,Travel Agent,User Interface Design,Vector Graphics,Pitch DeckBusiness Plan,TranslationEnglish,Watercolor Painting",Romania,211.89,100.0
"Colorful,Acrylic Painting,Calligraphy",Spain,364.6,77.0
"Print Design,Design Enhancement,Shopify,Adobe PDF,three.js,Graphic Design,WooCommerce",United States,4.43,100.0
"Voice Acting,Brochure Design,Web Design,Editing",Palestinian Territories,43.38,100.0
"Translation,Injection Mold Design,Data Encoding,Photo Editing,Desktop PublishingLabel and Package Design",United States,108.52,95.0
"English,Chinese,Translation,Consulting,Networking,CSS,TranslationGerman,Illustration,Photo Editing,TranscriptionWriting,eBook,Adobe InDesign,Social Media",Ukraine,25.03,100.0
"Voice Over Australian Accent,Voice TalentVoice Over,Voice Over,English Proofreading,Editorial Design,English Grammar,Female Voice Over,Physical Fitness",Australia,312.55,100.0
Adobe InDesign,United States,3.0,80.0
Adobe Photoshop Lightroom,Italy,20.95,100.0
"Shopify,Adobe PDF,Voice Over,Brochure Design,Intuit QuickBooks,Adobe Animate,Spelling,Shopify SEO,Adobe PhotoshopVideo Editing,Voice Over English,Photo Editing,Facebook MarketingInstagram Marketing,eCommerce,Social Media,Xero",Indonesia,33.01,99.0
"Translation,Web Scraper,Interior Design,Sketch,Music Producing,Production Sound Mixing,Sound Effects,Proofreading,Dialog Editing,Slovakian,Web Design,Architectural Rendering,Translation German EnglishMicrosoft Office,Mastering,Ecommerce Platform Development,Audio Production,Shopify SEO",United States,86.42,100.0
"Music Videos,Audio Editing,mobi,Voice Talent,Internet Recruiting,eCommerce",Spain,4.35,100.0
"ProofreadingTranslation,Pixologic Zbrush,User Experience DesignUser Interface Design,Lifestyle Photography,Photography,French,Editorial Writing,Marketing AutomationKlaviyo,Grammar,Photo Editing,Camtasia,Italian,Chatbot Development,Adobe Photoshop Lightroom,Communication,TranscriptionWriting,Translation Spanish French,Landing PageWeb Design",United States,59.1,100.0
"Photography,Voice Over English,keras,Microsoft Power BI Data Visualization,Film Direction,Google Docs,Product Photography,Brand Research,Adobe Premiere,Chroma Key,Adobe PhotoshopAdobe Photoshop Lightroom,SQLTableau,LaravelJavaScript,Watercolor Painting,Machine LearningPython,MS Excel,Branding,Portrait Photography,Illustration,Adobe Photoshop Lightroom",United States,3.0,99.0
"Adobe Creative Suite,Shopify,Translation,Microsoft Excel,Translation Japanese English,Flyer Design,Animation",Israel,61.17,100.0
"IT Management,Xamarin,Translation English Czech,Database Design,Node.js,Voice Recording,Cartooning",Dominican Republic,59.39,100.0
"Translation,Photography,Website DevelopmentWordPress,Google Spreadsheets,Translation Portuguese English,Commercial Photography",Romania,46.81,99.0
"Retouching,Exterior Rendering,HDR Photography,Photobook Design,Adobe After Effects,Data Entry",Venezuela,13.21,72.0
"Intuit QuickBooks,Inventory Management,Adobe Illustrator,Voice TalentVoice Acting,Translation Catalan English",United States,53.57,100.0
"Trailer,SDL Trados,Video Animation,Flyer Design,Explainer Video,Video Ads",Uruguay,40.48,100.0
"Label and Package Design,Translation,Translation English Brazilian Portuguese,Adobe After Effects,Translation English Russian,Natural Language Processing",Ukraine,34.94,98.0
"Localization,Website Content",Pakistan,35.04,98.0
"Photography,Photo Editing,Events,Product Photography,Adobe Photoshop Lightroom,Photograph Color Correction,Animation",Russia,37.69,96.0
"Adobe Photoshop,Editing,Lottie,Translation English Ukrainian,Proofreading,Jewelry Design",Ukraine,34.67,76.0
"Logo Design,Illustration,ReactLaravel,Voice ActingNarration",Philippines,45.6,100.0
"Project Management,Google,Kotlin,Corporate Brand Identity",Bangladesh,45.95,84.0
"Structural Engineering,Photography,Film Direction,Business Card Design,Language Tutor,Photo Editing,Photograph Color Correction,Adobe Premiere Pro,Corporate Brand Identity",Ukraine,252.19,100.0
"TypeScript,Shopify,Spreadsheets,Product Descriptions,eCommerce Website,Voice Acting,Brand Research,Corporate Brand Identity,Sales PromotionSales Presentation,Boolean Search,Ecommerce Platform Development",Singapore,21.22,78.0
Recipe WritingRecipe Development,India,72.54,100.0
"Adobe IllustratorAdobe Photoshop,CRM Software,Graphic Design,Adobe PhotoshopRetouching,Adobe Photoshop LightroomAdobe Premiere Pro,WritingCommunication Strategy,Fashion Retouch,Google Docs,Social Media Marketing,Email HandlingResearch,Character Design,Guitar Performance,Mastering,Corporate Brand Identity,PSD to HTML,Technical Translation,Proofreading",Russia,3.0,100.0
"TypeScript,Shopify,CRM Entries,Lead Generation,Flyer DesignBanner Ad Design,Ecommerce Platform Development,Blackboard,Excel VBA,Translation Dutch German,Product Descriptions,Tableau,Adobe InDesign",Ukraine,66.15,100.0
"Poster Design,Art Direction,Tutorial,Adobe PhotoshopAdobe Illustrator,Character Design",United States,72.58,100.0
"Customer Service,Graphic Design,Label and Package Design,Translation,Web Design,Data EntryMarket Research,Character Design,Google Docs,PSD to HTML,Explainer Video",Ukraine,55.78,99.0
"Logo Design,Graphic Design,Excel VBA,Presentation Design",United Kingdom,3.0,100.0
"Poster DesignAdobe Illustrator,Graphic Design,Google Spreadsheets,Banner Ad DesignIcon Design,Adobe Photoshop,Translation French Russian,Adobe Illustrator,eLearning",Kenya,28.86,100.0
"TypeScript,Shopify,Adobe PDF,Microsoft Excel,Sticker Design,Translation English Brazilian Portuguese,Photobook Design,eCommerce Website,WooCommerce",Moldova,60.46,100.0
"Print Design,Keynote,Translation,TranscriptionTranscreation,Brand Guidelines,Speech",Russia,46.3,100.0
"Print Design,Web Scraper,WooCommerce",Serbia,26.83,100.0
"English,Sales LettersSales Writing,Geographic,Marketing Collateral,Email Handling,Translation French English,Interactive Voice Response,Finance,Translation English Portuguese,Data Visualization,TranscriptionExcel,Article Writing,Intercultural Communication,User Interface Design",Argentina,67.14,100.0
"React,Photography",India,39.23,100.0
"Photo Editing,Adobe InDesign,Animation,Administrative SupportExecutive Assistant",France,17.88,100.0
"Print Design,Voice ActingVoice Talent,Voice Over Australian Accent,Film Scoring,Mechanical Engineering,Banner Ad Design,Photo Editing,DNS,Flyer Design",United States,33.2,100.0
"Adobe IllustratorLogo Design,Photograph Color Correction,Lifestyle Photography,Lead Generation,Film Direction,Business Card Design,Illustration,Photo Editing,Brand Guidelines,Translation English Spanish,Adobe Photoshop Lightroom,Website Customization,Adobe Premiere,HubSpot,WooCommerce",Thailand,35.81,100.0
"Layout Design,Copyediting",India,22.99,100.0
"Translation,Industrial Design",Ukraine,37.16,97.0
"Data Analysis,Legal Research,Japanese,Product Design,German,Transaction Data Entry,English Proofreading,English Spelling,Leadpages,Engineering Drawing,Voice Over,Corona Renderer,Motion Design,Adobe Illustrator,Audiobook,Graphic DesignAdobe Illustrator,Startup Consulting,Google AdsBusiness Analysis,SEO Keyword Research,Autodesk Maya,JavaScript,Manufacturing Design,Facebook Marketing,Illustration,Company Valuations,Marketing",Venezuela,61.18,100.0
"Automation,Digital Strategy,Python Pandas,Express,Python,FPGA,Computer Vision,Amazon Web Services,PostgreSQL",Ukraine,107.73,99.0
"AWS CloudTrail,AWS CodeDeploy,Machine Learning,Seaborn,Character Design,Kubernetes,Amazon Web Services,API Testing",Serbia,542.72,100.0
"InterpretationTranslation English Korean,Shopify Apps,Adobe PDF,Lead Generation,Graphic Design,Proofreading,Graphic DesignVideo Production,Fashion Photography,eCommerce Website,Lottie,Material Design,CAM,Product Descriptions,Translation Slovak English,Photo Manipulation,Ecommerce Platform Development",Ukraine,41.33,100.0
"Academic ResearchCopyediting,Subtitles,Adobe IllustratorIllustration,Proofreading,English Proofreading,Teaching Japanese,Photo Manipulation,Print DesignGraphic Design",United States,45.8,100.0
"Lead Generation,Travel,English Proofreading,Flyer Design,English Grammar",Ukraine,26.06,100.0
"Adobe IllustratorLogo Design,Drawing,Docker,Corporate Brand IdentityGraphic Design,Prepress,IllustrationBrochure Design,RetouchingPhotograph Color Correction,Content Writing,Web Design,Photo Manipulation,Adobe InDesign",India,43.83,100.0
"Inbound Marketing,Drawing,Video Production,Logo Design,Brochure Design",United States,30.28,99.0
"Business Analysis,Customer Service,English,ShopifyZendesk,Translation English Italian,Autodesk AutoCAD,Adobe Photoshop,Physics,Voice OverProTools",Brazil,10.29,84.0
"Microsoft PowerPointAdobe Creative Suite,Adobe InDesign,Dashboard",United Kingdom,7.34,99.0
"Print Design,Shopify,three.js,RetouchingAdobe Photoshop,Translation Spanish Italian,eCommerce Website,SQL Programming,Camtasia,WooCommerce",Ukraine,23.84,93.0
"Subtitles,Industrial Design,Branding,Articulate Storyline,Magazine Layout",Ukraine,31.24,91.0
"Data Scraping,MS Excel,Portfolio ManagementExcel VBA,Survey Design,Public Speaking,Logo Design,Business EditingProofreading,Architectural Rendering,Translation Albanian English,Dashboard",Egypt,105.64,94.0
"Print Design,Translation English Russian,Graphic Design,Logo Design,Adobe Photoshop,Flyer Design,Logo DesignTypography,Team Facilitation",Argentina,496.67,100.0
"Poster Design,Lead Generation,Voice TalentInteractive Voice Response,Voice Over,Intuit QuickBooks,Narration,Adobe Animate,Audacity,Voice Recording,Illustration,Brand Guidelines,Academic Writing,Adobe InDesign,Male Voice Over,Frontend DevelopmentWordPress",United States,4.79,99.0
"Amazon Webstore,Graphic Design,GUI Design,Autodesk AutoCADArchicad,Voice Over,Motion Design,Video Animation,Startup Consulting,Print Design,iPhone UI Design,Green screen,Marketing Automation,Female Voice Over,Voice Recording,SEO Keyword Research,Logo Design,Wireframes,Adobe Photoshop,CopyrightNutrition,Mobile UI Design",Egypt,46.02,100.0
"Microsoft Excel,Virtual Assistant,Commercial Photography",United States,57.37,88.0
"HTML,Graphic Design,Translation English Russiannan,SEO,Microsoft Sharepoint,Brand Strategy,Process Design,Articulate Storyline,Audio RecordingWriting,Sketching",Sri Lanka,39.79,100.0
"Shopify Apps,Video Production,Graphic Design,Voice Over,Sticker Design,Adobe Muse,Logo Design,Transaction Data Entry,Video Animation,Audiobook,Business Strategy,Image Editing",Canada,23.63,100.0
"Photography,Social Media Posts",Bosnia and Herzegovina,33.96,100.0
"Sales,Technical Writing,Prepress,Voice Over English,WebGL",Egypt,66.82,100.0
"Photography,Photo Editing,SEO Audit,Product Photography,Adobe Premiere",United Kingdom,35.42,98.0
"Adobe Creative Suite,three.js,Shopify,Ecommerce Platform Development,Translation Italian Spanish,Industrial Design,eCommerce Website,Editing,Visualization,Watercolor Painting",Argentina,45.68,100.0
"Usability Testing,Adobe Creative Cloud,Shopify,Comic Art,Academic WritingBusiness,Virtual Assistant,Apparel,AnimationMotion Graphics,Training Online LMS,marker,PDF Conversion,Illustration,LaravelJavaScript,Translation German EnglishMicrosoft Office,Economic AnalysisEconomics",Croatia,54.04,75.0
"Infographics,Photo Restoration,Frontend Development,Editorial Design,Adobe Photoshop,English Spelling,Adobe InDesign,Presentation Design,Line Editing,Spanish ProofreadingEditorial Translation",United Kingdom,13.65,100.0
"Translation Czech English,Logo Animation,Technical Illustration,Amazon,Business Card Design,Adobe Illustrator,CorelDRAW",Croatia,36.26,100.0
"Graphic Design,human body,Illustrations,Adobe XD,Adobe Photoshop",Ukraine,23.71,99.0
"Sales,SEO,CSS,Voice TalenteLearning Multimedia,HTML",Ukraine,39.26,100.0
"UX Design,Translation",Philippines,38.41,100.0
"Captions,Logo Animation,Voice Over,Narration,Explainer Video,Translation English Russian,Female Voice Over,Adobe InDesign,Graphic DesignBanner Ad Design",Egypt,230.61,100.0
"Adobe Creative Suite,Localization,Translation Albanian EnglishTranslation English Albanian,Animated Explainer,Character Animation,Logo Design,Packaging Design,Writing,Sales Writing,Adobe Photoshop,Motion Design,Adobe Illustrator,Photograph Color Correction,Explainer Video,Ghostwriting",Belarus,48.07,91.0
"Fashion Illustration,Technical IllustrationApparel,Voice Over English,Etsy Administration,Substance PainterCorona Renderer,SolidWorks,Innovation Strategy,BlenderSketchUp,Audiobook,Singing,Translation,Java EE,Adobe Audition,AWS Server Migration,Brochure Design,Creature Design,Regression Testing,Microsoft Windows Server,Financial Presentations,Adobe Photoshop",United States,38.68,94.0
"Business Writing,Virtual Assistant,Payroll,Pitch Deck,Finance,Presentation Design,Data Entry,React",Canada,56.48,100.0
"Book,Voice Over,Narration,Typing,Writing,Fundraising,Voice Over British Accent,Voice Recording",Indonesia,39.78,100.0
Adobe Photoshop,United States,19.41,100.0
"Unity,Graphic Design,Logo Design,Industrial Design,Voice ActingNarration,Realist Painting,Motion Design,Academic Writing,Market Research,Adobe Illustrator,Video Animation,Voice Acting",Spain,22.09,100.0
"Adobe IllustratorAdobe InDesign,Translation,Business Card Design,Translation Spanish French,Raster DrawingCharacter Design",Serbia,37.4,100.0
"Virtual Reality,Graphic Design,VectorWorks,Proofreading",India,4.3,100.0
"Adobe Creative Suite,Video Production,Report Writing,Product Design,Clipping Path,MixingSound Mixing,Translation English Spanish,Desktop PublishingLabel and Package Design,Photo Manipulation",Spain,19.21,100.0
"Adobe Photoshop,Label and Package Design",United States,48.42,100.0
"Translation English Russian,Brochure DesignBusiness Card Design",Croatia,592.65,100.0
"Drawing,jQuery,Label and Package Design,Voice OverVoice Acting,WritingEditing",United States,298.9,85.0
"Engineering Drawing,Product Design,Engineering Design",Ukraine,21.56,99.0
"Translation English PortugueseTranslation Portuguese English,User Interface Design,Instrumentationnan,Data Entry,Brochure DesignBanner Ad Design",United States,22.68,99.0
"Sales,Voice Recording,Label and Package Design,Data Visualization",United States,64.55,99.0
"Web Design,Graphic Design",Georgia,40.01,100.0
"Brochure Design,Business Card Design,Adobe Photoshop,Illustration,Data Entry,Adobe InDesign",United States,3.0,96.0
"Voice Over Australian Accent,SEO Writing,Label and Package Design,Autodesk Revit,Web Design,Architectural Rendering,Video Editing,Architectural Design,Proofreading,Graphic DesignLabel and Package Design",United Kingdom,28.67,100.0
"Film Scoring,VectorWorks,Photo Restoration,Digital Marketing,Editorial Translation,Architectural Rendering",Argentina,3.0,100.0
